area,country_code,dash_score_a,order_a,dash_score_b,order_b,total_dash_score,energy_distance,order_total,hdi_2013,gini_index,ghi_200913,gni_per_capita_current_us,"malnutrition_prevalence,_height_for_age_of_children_under_5","malnutrition_prevalence,_weight_for_age_of_children_under_5",sex,mean_bmi_lower_95_uncertainty_interval,mean_bmi_upper_95_uncertainty_interval,mean_bmi,number_of_people_who_are_undernourished_sn.itk.defc,prevalence_of_bmi_18.5_to_20_lower_95_uncertainty_interval,prevalence_of_bmi_18.5_to_20_upper_95_uncertainty_interval,prevalence_of_bmi_18.5_to_20_,prevalence_of_bmi_20_to_25_lower_95_uncertainty_interval,prevalence_of_bmi_20_to_25_upper_95_uncertainty_interval,prevalence_of_bmi_20_to_25_,prevalence_of_bmi_25_to_30_lower_95_uncertainty_interval,prevalence_of_bmi_25_to_30_upper_95_uncertainty_interval,prevalence_of_bmi_25_to_30_,prevalence_of_bmi_30_to_35_lower_95_uncertainty_interval,prevalence_of_bmi_30_to_35_upper_95_uncertainty_interval,prevalence_of_bmi_30_to_35_,prevalence_of_bmi_35_to_40_lower_95_uncertainty_interval,prevalence_of_bmi_35_to_40_upper_95_uncertainty_interval,prevalence_of_bmi_35_to_40_,prevalence_of_bmi_40_lower_95_uncertainty_interval,prevalence_of_bmi_40_upper_95_uncertainty_interval,prevalence_of_bmi_40_morbid_obesity,prevalence_of_bmi18.5_underweight,prevalence_of_bmi18.5_lower_95_uncertainty_interval,prevalence_of_bmi18.5_upper_95_uncertainty_interval,prevalence_of_bmi30_obesity,prevalence_of_bmi30_lower_95_uncertainty_interval,prevalence_of_bmi30_upper_95_uncertainty_interval,prevalence_of_bmi35_severe_obesity,prevalence_of_bmi35_lower_95_uncertainty_interval,prevalence_of_bmi35_upper_95_uncertainty_interval,prevalence_of_anemia_among_children_of_children_under_5_sh.anm.chld.zs,prevalence_of_anemia_among_nonpregnant_women_of_women_ages_1549_sh.anm.nprg.zs,prevalence_of_anemia_among_pregnant_women_sh.prg.anem,prevalence_of_anemia_among_women_of_reproductive_age_of_women_ages_1549_sh.anm.allw.zs,prevalence_of_overweight_of_adults_sh.sta.owad.zs,prevalence_of_overweight_of_children_under_5_sh.sta.owgh.zs,"prevalence_of_severe_wasting,_weight_for_height_of_children_under_5_sh.svr.wast.zs",prevalence_of_undernourishment_of_population_sn.itk.defc.zs,prevalence_of_wasting_of_children_under_5_sh.sta.wast.zs
Malawi,MWI,14,157,27,8,41,11,5,0.461,,5.4,390,,,Women,22.47119548,23.59608851,23.04,3700000,0.089151445,0.177308034,0.128916609,0.41591929,0.530263221,0.473714722,0.177145093,0.266851857,0.220697892,0.037353398,0.095608163,0.06303536,0.005929627,0.027982011,0.014379668,0.001899691,0.01363015,0.005916072,0.093339677,0.049712743,0.151118406,0.0833311,0.055232389,0.117157061,0.02029574,0.010320187,0.034983099,61.9,31.6,40.3,32.6,21.9,,,22.1,
Malaysia,MYS,13,196,16,129,29,544,174,0.785,41.3,13,10760,,,Men,24.72232721,25.43466263,25.08,1000000,0.060874766,0.120993641,0.088065669,0.391874824,0.504487094,0.44761889,0.232876782,0.341898789,0.284541858,0.060566794,0.125452485,0.089325831,0.010062403,0.03213294,0.019439532,0.002554904,0.012165847,0.006211835,0.064796385,0.040362936,0.095913861,0.114977198,0.083955831,0.152559511,0.025651367,0.015053872,0.039703578,29.4,22.1,34.9,22.6,39.7,,,3.2,
Malaysia,MYS,13,196,16,129,29,544,174,0.785,41.3,13,10760,,,Women,25.5058165,26.35560879,25.93,1000000,0.064141402,0.122860385,0.091810438,0.362661089,0.465831894,0.414364663,0.208998079,0.298845295,0.252057477,0.082588481,0.15888103,0.117542127,0.022007897,0.058763031,0.03741872,0.006509718,0.024008224,0.013450862,0.073355714,0.047376578,0.10605579,0.168411709,0.129896606,0.211545876,0.050869582,0.033012505,0.073697176,29.4,22.1,34.9,22.6,39.7,,,3.2,
Maldives,MDV,20,31,15,135,35,376,88,0.696,,,7110,,,Men,23.56284808,25.16756684,24.37,100000,0.083128378,0.19160527,0.131830857,0.443716664,0.583144894,0.514283931,0.146299706,0.258594647,0.199394319,0.02065206,0.07267092,0.041636498,0.001379967,0.012830509,0.005027248,0.000254572,0.004630821,0.001488406,0.10633874,0.052601141,0.174691944,0.048152152,0.026472836,0.080365633,0.006515654,0.002301685,0.014695776,37.4,41.1,46.5,41.3,27.7,,,11.1,
Maldives,MDV,20,31,15,135,35,376,88,0.696,,,7110,,,Women,25.32576118,26.93537225,26.12,100000,0.075912698,0.158407679,0.115260864,0.4085849,0.525452405,0.467997902,0.181564817,0.275354022,0.225207059,0.046296076,0.121163857,0.077866294,0.007650202,0.036638685,0.018704816,0.001450904,0.013807291,0.005538312,0.089424752,0.044884957,0.149493112,0.102109423,0.066979478,0.146891908,0.024243128,0.011843423,0.0430044,37.4,41.1,46.5,41.3,27.7,,,11.1,
Mali,MLI,16,113,22,36,38,534,34,0.408,,11.9,770,,,Men,21.35895113,24.23918656,22.81,1000000,0.099417042,0.220653883,0.156387666,0.464340693,0.610112233,0.538597172,0.108229658,0.208775832,0.154289641,0.014743737,0.058604172,0.032037216,0.001105123,0.011730875,0.004492092,0.000542965,0.009024507,0.002990437,0.111205776,0.053375409,0.184124543,0.039519745,0.020770542,0.067057,0.007482529,0.002595196,0.016485027,82.9,52.9,59.8,53.8,26,,,6.1,
Mali,MLI,16,113,22,36,38,534,34,0.408,,11.9,770,,,Women,22.13612092,23.76020553,22.95,1000000,0.081262911,0.16094529,0.118420711,0.388198732,0.497868788,0.442433403,0.183223924,0.270844361,0.226014125,0.049384642,0.118176364,0.08023151,0.00986161,0.040521778,0.021872741,0.003976683,0.024567639,0.011549703,0.099477807,0.053979792,0.160100158,0.113653955,0.07907384,0.153465904,0.033422445,0.018080059,0.054829672,82.9,52.9,59.8,53.8,26,,,6.1,
Malta,MLT,20,33,14,145,34,1015,104,0.856,28.8,,22660,,,Men,26.0183928,29.81114313,27.91,100000,0.004557842,0.018349417,0.009973469,0.201211187,0.303890239,0.250757264,0.381280085,0.519357144,0.450123936,0.145273973,0.286838105,0.212356918,0.021189443,0.100052497,0.053663795,0.004810871,0.050925253,0.01961885,0.003505769,0.00096436,0.00894233,0.285639563,0.213578942,0.363510921,0.073282645,0.034619967,0.12673518,11.6,13.9,24.2,14.1,65.4,,,2.5,
Malta,MLT,20,33,14,145,34,1015,104,0.856,28.8,,22660,,,Women,24.20735165,29.21318838,26.73,100000,0.020054432,0.059527052,0.036574301,0.28732713,0.409151493,0.345975129,0.257955377,0.376153054,0.315054507,0.118274239,0.25344395,0.182101483,0.03463943,0.13551206,0.076848811,0.008897383,0.071579181,0.031063245,0.012382525,0.003901877,0.028236555,0.290013539,0.215038731,0.367792703,0.107912056,0.058760516,0.172419271,11.6,13.9,24.2,14.1,65.4,,,2.5,
Mauritania,MRT,16,118,20,65,36,522,65,0.508,,5,1410,,,Men,21.65733548,24.81848605,23.26,300000,0.07969162,0.192807928,0.129848051,0.445493457,0.594376544,0.519018736,0.137658541,0.253676822,0.191095395,0.024229717,0.085810803,0.049982043,0.001303156,0.014118959,0.005460189,0.000709046,0.013007369,0.004285542,0.100310045,0.044763129,0.177009876,0.059727773,0.032897361,0.095597478,0.009745731,0.003391225,0.021816029,68.8,36.2,45.4,37,32.4,,,7.1,
Mauritania,MRT,16,118,20,65,36,522,65,0.508,,5,1410,,,Women,25.01634281,27.99209495,26.55,300000,0.062338594,0.138693783,0.097119492,0.350949438,0.466618037,0.408339266,0.194281763,0.290517712,0.240417388,0.069507729,0.165013398,0.110916271,0.017007978,0.072031913,0.039274223,0.008308732,0.05576282,0.025600751,0.07833261,0.035416182,0.137630807,0.175791245,0.124314988,0.235840041,0.064874974,0.034014831,0.107094236,68.8,36.2,45.4,37,32.4,,,7.1,
Mauritius,MUS,17,97,14,153,31,707,155,0.772,,<5,9790,,,Men,23.70789068,25.39641208,24.57,100000,0.082853022,0.19134723,0.132631981,0.460863772,0.60425458,0.534139019,0.138148084,0.252895627,0.190725741,0.022289064,0.079265963,0.045242243,0.001787372,0.014150608,0.005913873,0.000250597,0.004391365,0.001413177,0.089933966,0.047192875,0.147875396,0.052569294,0.028833924,0.086335411,0.007327051,0.002651763,0.015726924,39.5,22.1,29.2,22.3,31,,,5.5,
Mauritius,MUS,17,97,14,153,31,707,155,0.772,,<5,9790,,,Women,24.90296587,26.83610417,25.89,100000,0.068732322,0.145899978,0.103724178,0.372514193,0.486105572,0.430319082,0.196948358,0.294498218,0.243636855,0.064108037,0.153887566,0.102970453,0.014963384,0.061375303,0.033367111,0.004829442,0.030683042,0.014319431,0.07166289,0.036566913,0.119571732,0.150656995,0.106411133,0.20530605,0.047686542,0.025469822,0.07879235,39.5,22.1,29.2,22.3,31,,,5.5,
Mexico,MEX,18,68,18,92,36,715,68,0.756,,10.8,9960,,,Men,27.11441336,27.75165444,27.43,5400000,0.016230362,0.036781915,0.025348685,0.282278343,0.377381405,0.32948485,0.352989993,0.450006732,0.40133142,0.131760801,0.216063022,0.173221892,0.029893335,0.070706135,0.047786489,0.00665155,0.023679095,0.013445586,0.009381078,0.005244842,0.01516797,0.234453967,0.190604426,0.279552709,0.061232075,0.041747021,0.085536256,27,14.2,20.1,14.4,63.3,,,4.4,
Mexico,MEX,18,68,18,92,36,715,68,0.756,,10.8,9960,,,Women,27.97279295,28.74435468,28.36,5400000,0.020167205,0.044900668,0.031087315,0.247277836,0.332662899,0.289977653,0.29508462,0.38388025,0.338483382,0.161269011,0.24752402,0.202861831,0.058214366,0.114685545,0.083720605,0.02227098,0.058188602,0.037671757,0.016197457,0.009354131,0.02484222,0.324254193,0.277761119,0.3733852,0.121392362,0.091237723,0.156228904,27,14.2,20.1,14.4,63.3,,,4.4,
Micronesia,FSM,16,122,18,95,34,688,93,0.619,40.1,,3230,,,Men,27.19756801,29.14258211,28.17,,0.005861493,0.023302706,0.012725041,0.198040085,0.319599121,0.255740741,0.262836084,0.416165423,0.337186549,0.155209866,0.300863999,0.223097015,0.050948243,0.157372693,0.097188201,0.031241785,0.121637462,0.068815033,0.00524742,0.001682671,0.012128575,0.389100249,0.308073414,0.472588785,0.166003234,0.104812146,0.236681602,37,19.5,31.5,20.2,74.4,,,,
Micronesia,FSM,16,122,18,95,34,688,93,0.619,40.1,,3230,,,Women,30.12118194,32.40990995,31.3,,0.006795612,0.025157667,0.014161698,0.127323914,0.218323507,0.169570588,0.231775876,0.356897784,0.291795461,0.173880245,0.312611718,0.240706245,0.092327247,0.218458842,0.150802294,0.067580279,0.190077012,0.121458815,0.011504898,0.004485539,0.022956652,0.512967355,0.437864327,0.58519381,0.27226111,0.201117118,0.351818793,37,19.5,31.5,20.2,74.4,,,,
Mongolia,MNG,13,198,14,159,27,154,191,0.729,,<5,4350,10.8,1.6,Men,25.04526868,26.16931943,25.61,500000,0.019998241,0.057668607,0.035927601,0.339543816,0.467652333,0.401443359,0.317060308,0.450586353,0.383543016,0.082906585,0.185962135,0.130827591,0.010154994,0.04709221,0.02467119,0.001486453,0.013098909,0.005354541,0.018232702,0.00818381,0.034517833,0.160853322,0.111021376,0.217801056,0.030025731,0.014302307,0.053122486,27.7,16.2,28.5,16.8,53.2,10.5,0.4,18.1,1
Mongolia,MNG,13,198,14,159,27,154,191,0.729,,<5,4350,10.8,1.6,Women,25.73588617,27.09977867,26.42,500000,0.03122937,0.076163362,0.05082871,0.311218908,0.431496106,0.370557317,0.273924588,0.386033446,0.327985625,0.107900025,0.217195864,0.160391485,0.023554576,0.07781755,0.046684519,0.005669841,0.032718484,0.01586215,0.027690194,0.013459033,0.050058017,0.222938154,0.167093535,0.281078792,0.062546669,0.036128748,0.096666784,27.7,16.2,28.5,16.8,53.2,10.5,0.4,18.1,1
Montenegro,MNE,23,4,10,191,33,1133,126,0.803,32.4,<5,7320,9.4,1,Men,25.05651459,28.67663789,26.88,100000,0.008074071,0.030958511,0.016789281,0.256758047,0.376626121,0.313533119,0.367142116,0.512747772,0.439770236,0.11293447,0.255051116,0.17977004,0.011575551,0.075995912,0.036436593,0.001509136,0.025222154,0.008800271,0.00490046,0.001244312,0.013306499,0.225006904,0.154402105,0.300709455,0.045236865,0.017542264,0.086245259,25.5,23.1,26.3,23.2,58,22.3,1.2,2.5,2.8
Montenegro,MNE,23,4,10,191,33,1133,126,0.803,32.4,<5,7320,9.4,1,Women,23.41308979,28.80770536,26.12,100000,0.032291042,0.086136449,0.055136543,0.328516946,0.4533372,0.390893395,0.242662547,0.359706465,0.299680758,0.09779091,0.224617058,0.1574813,0.020915175,0.102954286,0.054460867,0.004276831,0.051454141,0.019760565,0.022586571,0.006926161,0.052187441,0.231702733,0.163629963,0.3043864,0.074221433,0.034677352,0.126481755,25.5,23.1,26.3,23.2,58,22.3,1.2,2.5,2.8
Morocco,MAR,18,73,16,120,34,1047,101,0.645,39.5,20.5,3080,,,Men,23.92486938,26.6123409,25.25,1400000,0.023393386,0.069636713,0.043053566,0.310096223,0.431839122,0.370252117,0.30802522,0.444687359,0.376491013,0.088051355,0.207699749,0.144291861,0.010481098,0.060492064,0.029366375,0.001218929,0.019628078,0.006974669,0.029570399,0.011034877,0.06123343,0.180632905,0.122778337,0.246562711,0.036341044,0.015199652,0.068854042,32.4,34.4,39,34.6,58.2,,,4.2,
Morocco,MAR,18,73,16,120,34,1047,101,0.645,39.5,20.5,3080,,,Women,25.16123475,27.68767369,26.44,1400000,0.022490005,0.060622875,0.038523145,0.239999455,0.338531076,0.28858698,0.26892675,0.385551599,0.326546105,0.145676012,0.274921236,0.207534217,0.035298321,0.117035303,0.070817154,0.012813635,0.070785141,0.035039143,0.032953255,0.01355557,0.063861172,0.313390515,0.247650964,0.381115486,0.105856298,0.0623072,0.158369088,32.4,34.4,39,34.6,58.2,,,4.2,
Mozambique,MOZ,13,181,26,11,39,-71,20,0.423,,,590,,,Men,21.27469382,22.47694372,21.89,7700000,0.111234699,0.236687681,0.169284872,0.453550538,0.600430541,0.527378868,0.101723749,0.197599705,0.146455403,0.011673755,0.048716531,0.026467909,0.000595904,0.006585911,0.002567313,6.56E-05,0.001812858,0.000533988,0.127311647,0.066933049,0.203776567,0.02956921,0.014744765,0.052127873,0.003101301,0.000938254,0.007282219,62.6,50,50.4,50,24.9,,,29.1,
Mozambique,MOZ,13,181,26,11,39,-71,20,0.423,,,590,,,Women,22.56112397,23.84188346,23.22,7700000,0.082891676,0.168420869,0.121228079,0.393369585,0.50818621,0.449628178,0.185854832,0.276671394,0.229422448,0.045509662,0.111145203,0.073887893,0.007635739,0.033914809,0.017713075,0.001980292,0.014315695,0.006354758,0.101765569,0.056070134,0.159321297,0.097955726,0.065854681,0.136951398,0.024067834,0.012210572,0.041190409,62.6,50,50.4,50,24.9,,,29.1,
Myanmar,MMR,13,190,19,82,32,221,128,0.558,,16.9,1230,,,Men,21.30850475,22.70973025,22.02,6500000,0.105952377,0.21386112,0.155091099,0.427096869,0.554185809,0.490980793,0.119980701,0.214126433,0.163978378,0.01489383,0.049985715,0.029067337,0.001238627,0.009198234,0.003993216,0.000149061,0.002523332,0.000835675,0.156053501,0.096168468,0.225489898,0.033896228,0.019368857,0.05496518,0.004828891,0.001838496,0.010372739,48.6,42.3,50,42.6,22.6,,,12.6,
Myanmar,MMR,13,190,19,82,32,221,128,0.558,,16.9,1230,,,Women,22.30465267,23.47218029,22.9,6500000,0.08836538,0.171517623,0.127026072,0.401971852,0.5135511,0.456163712,0.161811257,0.244600487,0.201153325,0.029079267,0.07686172,0.050359215,0.004458252,0.021438449,0.010813777,0.001196183,0.009175677,0.00386609,0.150617809,0.095313431,0.215902481,0.065039082,0.042034431,0.093085088,0.014679868,0.007301207,0.025797654,48.6,42.3,50,42.6,22.6,,,12.6,
Namibia,NAM,13,197,16,130,29,-187,175,0.628,,16.4,5800,23.1,13.2,Men,21.79599644,23.88063664,22.83,700000,0.088348175,0.203960676,0.140889404,0.410630975,0.559877984,0.485643338,0.135587914,0.252300235,0.192082522,0.025187008,0.088457278,0.051992169,0.002882326,0.023331767,0.00994041,0.000616781,0.010468627,0.003534612,0.115917546,0.057763418,0.191080045,0.06546719,0.036979414,0.103779142,0.013475021,0.005080146,0.028195302,48.3,23.7,27.9,24,38.2,4.1,2.8,30.5,7.1
Namibia,NAM,13,197,16,130,29,-187,175,0.628,,16.4,5800,23.1,13.2,Women,24.60518397,26.0488106,25.34,700000,0.047172671,0.112229439,0.075423625,0.271644893,0.381897786,0.3264469,0.212627567,0.323395862,0.267459523,0.100342978,0.20500629,0.150059166,0.031776088,0.098671838,0.060366711,0.013982015,0.063608678,0.033349415,0.08689466,0.047227843,0.139910428,0.243775292,0.185888573,0.305140452,0.093716125,0.0574858,0.137535642,48.3,23.7,27.9,24,38.2,4.1,2.8,30.5,7.1
Nepal,NPL,18,64,21,46,39,319,27,0.554,,9.6,720,,,Men,21.76223877,22.8632147,22.32,2600000,0.107806008,0.209407901,0.155152492,0.432207251,0.559736674,0.496839813,0.116955086,0.20762778,0.159451629,0.011235536,0.037235861,0.022136522,0.000182291,0.00168601,0.000680495,7.12E-05,0.001120512,0.000376519,0.16536253,0.109281869,0.226857272,0.023193536,0.012330206,0.038183263,0.001057014,0.000382094,0.002288852,44.8,34.7,41.8,35.1,19.2,,,9.3,
Nepal,NPL,18,64,21,46,39,319,27,0.554,,9.6,720,,,Women,21.5904209,22.68862078,22.14,2600000,0.106911044,0.194189541,0.148025691,0.395291861,0.506100652,0.451194081,0.132743529,0.210087191,0.169149017,0.024605584,0.062374165,0.040914323,0.002625612,0.011135852,0.00583818,0.000478378,0.003422602,0.001479457,0.183399251,0.130116724,0.242776838,0.04823196,0.031214682,0.070137974,0.007317637,0.003763703,0.012822058,44.8,34.7,41.8,35.1,19.2,,,9.3,
Netherlands,NLD,20,32,14,144,34,869,103,0.923,28.1,,52950,,,Men,25.48129921,26.71968003,26.09,400000,0.009979985,0.024497517,0.016112615,0.277475871,0.372909629,0.32419014,0.404022971,0.509087383,0.457241754,0.120559472,0.209568826,0.163178684,0.015442188,0.048747582,0.028916025,0.00221137,0.01320858,0.006225278,0.004135504,0.001967356,0.00736452,0.198319987,0.154420716,0.246319364,0.035141303,0.020654715,0.055682877,10.9,13.6,22.2,13.9,56.5,,,2.5,
Netherlands,NLD,20,32,14,144,34,869,103,0.923,28.1,,52950,,,Women,24.5197471,26.01298778,25.27,400000,0.037880559,0.082373329,0.057581007,0.370953238,0.466508868,0.417875343,0.263043391,0.354713542,0.308304255,0.099723208,0.176324243,0.135466364,0.026908526,0.070175957,0.046023922,0.007842088,0.030050008,0.016875835,0.017873274,0.009364532,0.030380096,0.198366121,0.157880474,0.241348188,0.062899757,0.041586242,0.08928563,10.9,13.6,22.2,13.9,56.5,,,2.5,
New Zealand,NZL,21,18,14,143,35,783,89,0.907,,,39790,,,Men,27.82923138,28.39195304,28.11,100000,0.008972347,0.020330107,0.013945296,0.232481605,0.309560235,0.270263522,0.37540302,0.466500429,0.421555583,0.161365279,0.24599069,0.202104199,0.041002679,0.087381028,0.061836085,0.015084603,0.042192372,0.02666154,0.003633775,0.001975151,0.0059927,0.290601823,0.248668965,0.336157565,0.088497625,0.064639653,0.116854448,11.3,9.6,19,9.9,64.2,,,2.5,
New Zealand,NZL,21,18,14,143,35,783,89,0.907,,,39790,,,Women,27.53186705,28.21265712,27.87,100000,0.028930658,0.057531322,0.042275147,0.293604746,0.373366658,0.333328079,0.262300217,0.339377446,0.299899317,0.131644729,0.204556414,0.1664385,0.061366058,0.116658678,0.086341678,0.034876878,0.081617023,0.055817938,0.015899342,0.009539339,0.024128616,0.308598115,0.265608359,0.354054669,0.142159615,0.111672494,0.178602141,11.3,9.6,19,9.9,64.2,,,2.5,
Nicaragua,NIC,13,194,18,100,31,271,148,0.639,,21.1,1810,,,Men,24.81572693,28.15207849,26.46,1100000,0.019971915,0.065290178,0.038673745,0.332340911,0.465557378,0.397901777,0.303352504,0.444263787,0.373860556,0.07922852,0.196339218,0.132514941,0.007612492,0.056190245,0.024982678,0.002680205,0.032726213,0.011860203,0.0202061,0.007088972,0.044303422,0.169357821,0.110932592,0.235621675,0.036842881,0.015318835,0.072386683,26.9,13.8,23.6,14.2,56.3,,,17.8,
Nicaragua,NIC,13,194,18,100,31,271,148,0.639,,21.1,1810,,,Women,26.73604394,28.92828627,27.83,1100000,0.022558668,0.060537327,0.038558876,0.272712201,0.37764979,0.325274551,0.278183727,0.38778565,0.330704596,0.124883378,0.239448367,0.17898528,0.037358372,0.117047022,0.071131729,0.012756599,0.065928722,0.03285108,0.022493887,0.009718503,0.04348266,0.282968089,0.221955522,0.34875979,0.10398281,0.062910714,0.157012076,26.9,13.8,23.6,14.2,56.3,,,17.8,
Niger,NER,15,138,22,37,37,194,44,0.34,,14.7,400,,,Men,20.32102532,22.37111721,21.36,1900000,0.117789154,0.250304357,0.181640867,0.46169793,0.613723185,0.538483954,0.080001478,0.16911072,0.119904946,0.007160789,0.035200031,0.01770315,0.000374998,0.005513863,0.001897136,0.000321456,0.00667549,0.00205704,0.138312908,0.072046523,0.22252378,0.021657326,0.010437918,0.040004543,0.003954177,0.001242716,0.009724271,78.3,47.4,59,49.2,20.5,,,10.3,
Niger,NER,15,138,22,37,37,194,44,0.34,,14.7,400,,,Women,21.37635407,22.93318635,22.17,1900000,0.093010174,0.181520145,0.13258578,0.39534919,0.51340998,0.453027118,0.162696628,0.252271295,0.206224082,0.032320577,0.089380142,0.057439615,0.005661347,0.029172088,0.014615752,0.002120055,0.016676189,0.007193255,0.128914397,0.071473834,0.198882852,0.079248622,0.050854595,0.11464369,0.021809007,0.010434827,0.038721244,78.3,47.4,59,49.2,20.5,,,10.3,
Nigeria,NGA,14,162,22,39,36,347,58,0.519,,16.4,2720,36.4,31,Men,21.78312386,23.34163649,22.56,12200000,0.105381952,0.197115924,0.147711721,0.473712679,0.58936347,0.531910928,0.126671703,0.213152309,0.167564647,0.017059881,0.051230403,0.031380382,0.001945508,0.011176012,0.005383934,0.000984729,0.008576205,0.003485865,0.112562523,0.073165693,0.160834554,0.04025018,0.024788124,0.061071706,0.008869799,0.004145752,0.016072229,70.1,48.6,58.7,49.8,26.9,4.9,9.1,7.1,18.1
Nigeria,NGA,14,162,22,39,36,347,58,0.519,,16.4,2720,36.4,31,Women,23.30466867,24.47230555,23.89,12200000,0.08174425,0.14973746,0.113219573,0.391134046,0.48958693,0.438707384,0.190711171,0.270355269,0.229347112,0.054328374,0.111442653,0.080524555,0.013856986,0.040908668,0.025059083,0.006820409,0.027357711,0.014924797,0.098217495,0.064322784,0.139967475,0.120508436,0.089907242,0.155564794,0.03998388,0.025035423,0.059210868,70.1,48.6,58.7,49.8,26.9,4.9,9.1,7.1,18.1
North Macedonia,MKD,21,20,13,162,34,591,106,0.743,36.2,21.9,5000,,,Men,24.91658215,29.49440779,27.17,100000,0.00899493,0.033279712,0.018574668,0.265707314,0.390390848,0.325497641,0.35797737,0.505719403,0.431997602,0.108908169,0.24815727,0.174558954,0.011429584,0.078673003,0.035653445,0.00141713,0.025751008,0.00857489,0.0051428,0.00120169,0.014043581,0.218787289,0.147598537,0.297078462,0.044228335,0.016980517,0.088659873,23.2,20,26.7,20.2,56.7,,,4.5,
North Macedonia,MKD,21,20,13,162,34,591,106,0.743,36.2,21.9,5000,,,Women,24.25428429,28.20865776,26.21,100000,0.032901048,0.089426468,0.057358803,0.341578907,0.463831092,0.401675513,0.239919028,0.357961584,0.296961556,0.090693093,0.216964438,0.149549067,0.020069382,0.099360656,0.051681967,0.004742166,0.049802896,0.019664552,0.023108543,0.007636157,0.049991523,0.220895586,0.156463137,0.29369087,0.071346519,0.034543715,0.124042832,23.2,20,26.7,20.2,56.7,,,4.5,
Norway,NOR,17,106,8,212,25,1126,211,0.946,26.4,,104340,,,Men,26.25923977,28.33005586,27.27,100000,0.00934897,0.024268932,0.01573332,0.27925577,0.374234363,0.326191865,0.37585108,0.479476141,0.426813782,0.125540144,0.21377268,0.167958251,0.026210286,0.071569581,0.046169645,0.00523001,0.024819651,0.012937998,0.004195139,0.001974,0.00779786,0.227065894,0.180501792,0.27728138,0.059107643,0.036951619,0.086661708,10.5,12.9,20.7,13.1,57,,,2.5,
Norway,NOR,17,106,8,212,25,1126,211,0.946,26.4,,104340,,,Women,24.95450845,27.3213546,26.13,100000,0.035968511,0.077736612,0.055077305,0.362709038,0.458181441,0.409979883,0.24870691,0.339588258,0.293721242,0.105746325,0.189345092,0.145659571,0.031913918,0.082504462,0.05406327,0.011057967,0.042364292,0.023923729,0.017575,0.009572083,0.029799454,0.22364657,0.177928183,0.270345047,0.077986999,0.052014534,0.110138558,10.5,12.9,20.7,13.1,57,,,2.5,
Oman,OMN,20,29,18,88,38,780,37,0.812,,19.1,20610,,,Men,25.30066995,27.13250962,26.24,200000,0.021564923,0.059005943,0.037178148,0.275987664,0.385275537,0.330481126,0.323112793,0.445753303,0.384539682,0.109840853,0.216257532,0.160445318,0.016833597,0.06562991,0.036817161,0.005748865,0.037530047,0.017177827,0.033360737,0.015953402,0.058590729,0.214440306,0.15952743,0.272688186,0.053994988,0.029843797,0.086765493,38.5,36.3,40.8,36.5,60.4,,,5.1,
Oman,OMN,20,29,18,88,38,780,37,0.812,,19.1,20610,,,Women,25.28111189,27.42108899,26.37,200000,0.021402989,0.05896201,0.037007003,0.214166592,0.307504273,0.258667067,0.272585631,0.384094501,0.32865501,0.148649797,0.272045143,0.208668622,0.041168782,0.11798299,0.074669978,0.020342214,0.082672022,0.04645182,0.0458805,0.022703017,0.080110187,0.32979042,0.264564706,0.396391061,0.121121798,0.079021952,0.173910715,38.5,36.3,40.8,36.5,60.4,,,5.1,
Pakistan,PAK,14,160,23,30,37,85,43,0.538,30.7,<5,1360,,,Men,22.54492369,23.81334641,23.18,38400000,0.084757071,0.181903036,0.128732704,0.405326736,0.534595724,0.467454677,0.142159692,0.249755007,0.192524313,0.025264473,0.075092432,0.046247608,0.001449628,0.00977026,0.004367204,0.000586635,0.00598381,0.002339059,0.158334435,0.100272449,0.224921968,0.052953872,0.031222547,0.081889459,0.006706264,0.002872496,0.013016136,58,50.4,50.2,50.4,26.3,,,21.1,
Pakistan,PAK,14,160,23,30,37,85,43,0.538,30.7,<5,1360,,,Women,23.91591515,25.09452466,24.49,38400000,0.085636603,0.170042761,0.124360799,0.362485898,0.477100185,0.420139288,0.154504287,0.248489261,0.198069078,0.045300695,0.110652968,0.073800541,0.009929961,0.037926686,0.0209309,0.003430378,0.019042217,0.009057103,0.153642291,0.098996952,0.217532359,0.103788543,0.071875506,0.14331874,0.029988002,0.016534802,0.048978564,58,50.4,50.2,50.4,26.3,,,21.1,
Panama,PAN,15,147,15,140,30,363,164,0.776,51.5,,10500,,,Men,25.05312105,27.21741145,26.13,400000,0.020886278,0.062249929,0.037625429,0.324246427,0.449207461,0.384723331,0.325254562,0.455432293,0.390717982,0.081870163,0.18916909,0.130593499,0.010260331,0.053876854,0.027164686,0.002930478,0.025780331,0.010878133,0.01829694,0.00714614,0.036710272,0.168636318,0.116672985,0.23053739,0.038042819,0.017873645,0.067769583,28.7,23.3,27,23.5,57,,,9.7,
Panama,PAN,15,147,15,140,30,363,164,0.776,51.5,,10500,,,Women,26.36842594,28.7568374,27.58,400000,0.02403068,0.062488485,0.040515604,0.265530033,0.373575612,0.319281458,0.28856188,0.401599816,0.344444403,0.120411804,0.238650618,0.175670167,0.032040516,0.107792814,0.063841118,0.011357447,0.063010634,0.030479007,0.025768242,0.010936939,0.048623206,0.269990292,0.20694213,0.337766632,0.094320125,0.055163559,0.144622355,28.7,23.3,27,23.5,57,,,9.7,
